uid;error_id;start_vid;end_vid;error_val;type;level;geom
2060547-1077353;765;2060547;1077353;100;Error;5;0104000020E610000002000000010100000019B03FE448C86240FD44AF50B51D3FC001010000003A6A961554C86240F64CE5A37B1E3FC0
2105358-2312216;;2105358;2312216;0;No error;5;0104000020E6100000020000000101000000E6F6DC53830763409ADE0F898C2040C00101000000CDE440B4BB0663406B8C8CC4BA2240C0
2109845-2097424;;2109845;2097424;0;No error;5;0104000020E6100000020000000101000000621F532D588262401A8C6C42B5D241C00101000000397B0CFBA283624047E7FC14C7D141C0
90732-1116741;;90732;1116741;0;No error;5;0104000020E610000002000000010100000000C5C89239D062402A6D16D45C0C41C001010000003312465879C96240E5AAC31BE31241C0
97756-1116741;;97756;1116741;0;No error;5;0104000020E6100000020000000101000000FC47F0D041D0624072CA3736960A41C001010000003312465879C96240E5AAC31BE31241C0
270215-128345;607;270215;128345;70;Near error;5;0104000020E610000002000000010100000053E8BCC62EA0624036316EB42D9341C001010000003F5D386B4B9E62404533AA679C9041C0
138871-1983576;;138871;1983576;0;No error;5;0104000020E61000000200000001010000009AA37D6253B262404FBE8F59ACF941C00101000000826D69DA2AB26240F37112EFA50B42C0
200918-376443;656;200918;376443;100;Error;5;0104000020E61000000200000001010000009FED2CD5208562404EEBDBEE8AF240C00101000000DAC3036F2D85624028F04E3E3DF240C0
500763-476464;685;500763;476464;100;Error;5;0104000020E6100000020000000101000000E7C825E9B548624096F727A72CAA41C001010000003B2982EEC148624057CF49EF1BAA41C0
646280-723307;716;646280;723307;100;Error;5;0104000020E610000002000000010100000000BE254ACCA06240BDB266BF494441C001010000005C98E02FC19E6240D4B9A294104741C0
1219951-1919708;793;1219951;1919708;100;Error;5;0104000020E6100000020000000101000000C68267E7D9B96240F51494FD4EA942C0010100000089A0C5ADDDB96240D18778358AAA42C0
646496-367286;;646496;367286;0;No error;5;0104000020E6100000020000000101000000A5E9FD9048D56240E658DE550F0E41C001010000001743DE177CD5624079E4B44C2B0E41C0
30522-1584558;858;30522;1584558;70;Near error;5;0104000020E61000000200000001010000007B3D4E87848962407E4402FC09C541C001010000007CF72235C88962409BC69BA15DC841C0
702942-1727642;;702942;1727642;0;No error;5;0104000020E6100000020000000101000000A162410697BF62409F234D17BDD141C00101000000B79D110077C162403CA1D79FC4D241C0
428687-139115;;428687;139115;0;No error;5;0104000020E61000000200000001010000003A7C2D43779A6240B9F30E01D12E42C0010100000039059E20569A62401609B7C6B12F42C0
1073300-1069614;;1073300;1069614;0;No error;5;0104000020E6100000020000000101000000335F14F362FC6240034356B77A4F40C0010100000062A9E452CBFC6240CB91DFEC205040C0
1074949-1064053;512;1074949;1064053;100;Error;5;0104000020E6100000020000000101000000323619FACC7E6240305DD2623A0440C0010100000088E41A55BC7E62403BCA1C26750440C0
1075742-1834755;;1075742;1834755;0;No error;5;0104000020E61000000200000001010000008A833A9B04666240BE0B00FA228E3FC001010000006E81A90B1D666240D902E7316F8E3FC0
1184702-1860224;;1184702;1860224;0;No error;5;0104000020E6100000020000000101000000A6E5513B0D1263402F07301B53BA3FC001010000008BB3D8DC871163401EE27A6F67BE3FC0
590238-1560678;852;590238;1560678;70;Near error;5;0104000020E6100000020000000101000000F69507E969D26240C99A47B4D3893DC001010000008EFC6607C1D2624029A1AAF8758A3DC0
1290184-979322;808;1290184;979322;70;Near error;5;0104000020E6100000020000000101000000253D0CAD8EF76240FB6C2E4844BC3DC0010100000089DF5EE344F762409CE16135F1BD3DC0
1361957-1355523;;1361957;1355523;0;No error;5;0104000020E61000000200000001010000005E6B4A0D884A6240CA7E2777E94341C00101000000DB2049FF814A6240DF60B9EF624441C0
684066-693878;723;684066;693878;100;Error;5;0104000020E6100000020000000101000000E668441FA2A16240030BBB83335D40C00101000000741AB33697A162404CC79C67EC5C40C0
846410-919963;;846410;919963;0;No error;5;0104000020E6100000020000000101000000A4F55C4BEDD66240AF905E7935BD3EC00101000000D160AEA004D76240D59E48E647BC3EC0
1508651-1514545;533;1508651;1514545;100;Error;5;0104000020E6100000020000000101000000C6038019022C62404BF5AE8BEC5F41C00101000000F88C4468C42D6240E137CF22256141C0
894310-644806;;894310;644806;0;No error;5;0104000020E610000002000000010100000033AF7EC70BC961409E0F2ACCD63240C00101000000CDBFA78306C761408C3DC5BB6D4340C0
1651074-1651395;879;1651074;1651395;70;Near error;5;0104000020E6100000020000000101000000377D87EC0DDB62404EB6813B504440C001010000003C3DA53968DB6240569FABADD84240C0
1734009-1738318;;1734009;1738318;0;No error;5;0104000020E61000000200000001010000004441DFCCDE9C62401E3E9FB767AA3EC001010000007ECFA33DF99C6240AAB0636D9DA53EC0
1751637-428497;664;1751637;428497;100;Error;5;0104000020E61000000200000001010000000985AD7ED1BA62406FC61FFB0F5542C001010000006FEFBF3AF3BA6240AC996B87755542C0
1134874-1258726;;1134874;1258726;0;No error;5;0104000020E61000000200000001010000001B5366393F42624017A0C8EE5DB040C0010100000042C1D6B67241624002F8020EFCAD40C0
1388472-503031;686;1388472;503031;100;Error;5;0104000020E61000000200000001010000004B7E1F690BE36240BA579C20A0513DC00101000000B5673B4BF5E26240FFE66AD03C513DC0
1389741-503031;686;1389741;503031;70;Near error;5;0104000020E61000000200000001010000005364085B07E362408B1FBEA7CD513DC00101000000B5673B4BF5E26240FFE66AD03C513DC0
688-355665;;688;355665;0;No error;5;0104000020E61000000200000001010000000AB6B69543DA62407B698A00A73B41C00101000000230E7E8747DA6240160DBED5DF3A41C0
551290-529902;689;551290;529902;70;Near error;5;0104000020E610000002000000010100000099863CDD94EE6240AD003A2751B040C00101000000DD66857D96EE6240D33DA18D12B040C0
1738393-581576;700;1738393;581576;70;Near error;5;0104000020E6100000020000000101000000F118D46D3FA962400C0742B2808240C0010100000097AEBBD4E3A862406BEAE1708B8240C0
2073943-2052484;967;2073943;2052484;70;Near error;5;0104000020E6100000020000000101000000A21A4009FD0663400D9C7D2FCF8C3EC001010000005CB521B57F07634053B29C84D2893EC0
2121419-1714058;;2121419;1714058;0;No error;5;0104000020E61000000200000001010000004531D4BCBE7662402E94A707607640C001010000009F419EB877766240E9B985AE447640C0
1321178-354108;;1321178;354108;0;No error;5;0104000020E6100000020000000101000000BF57BE7890DA62401252126D220341C0010100000065F217C491DA62408D199760270341C0
2211709-1973693;949;2211709;1973693;70;Near error;5;0104000020E610000002000000010100000078616BB6B2C7624014AE47E17AFA3EC0010100000007A0072D5AC76240B7FCD181F6003FC0
52334-1471818;;52334;1471818;0;No error;5;0104000020E6100000020000000101000000EA2A3817DAE962408D32D1D6779F40C00101000000808A993351EA6240A8DF85ADD99D40C0
53077-1479354;835;53077;1479354;70;Near error;5;0104000020E6100000020000000101000000DE70C4FFC2EC6240E23C9CC074A140C001010000003846578EF5EB624059FB3BDBA3A040C0
57847-1116741;;57847;1116741;0;No error;5;0104000020E6100000020000000101000000AD1B4A483FD06240075449AEAC0C41C001010000003312465879C96240E5AAC31BE31241C0
130447-919963;611;130447;919963;70;Near error;5;0104000020E6100000020000000101000000F27E3738ECD66240971FB8CA13BC3EC00101000000D160AEA004D76240D59E48E647BC3EC0
66632-1718254;;66632;1718254;0;No error;5;0104000020E61000000200000001010000007CBF2C480E93624080C465CBA8F741C00101000000276FDB52A29362405C6CFF6F91FC41C0
104404-139115;;104404;139115;0;No error;5;0104000020E6100000020000000101000000DC0CDC26819A62400CA540B0F42E42C0010100000039059E20569A62401609B7C6B12F42C0
65676-1116741;;65676;1116741;0;No error;5;0104000020E6100000020000000101000000C918C4ACBCD06240A625FB8CB01241C001010000003312465879C96240E5AAC31BE31241C0
73795-1116741;;73795;1116741;0;No error;5;0104000020E6100000020000000101000000C861307F45D062405226DAFA8E1041C001010000003312465879C96240E5AAC31BE31241C0
73215-1116741;;73215;1116741;0;No error;5;0104000020E6100000020000000101000000C58EC6A13ED06240D1402C9B391141C001010000003312465879C96240E5AAC31BE31241C0
90285-1116741;;90285;1116741;0;No error;5;0104000020E61000000200000001010000001DB0068346D0624088D0AD7C3B0A41C001010000003312465879C96240E5AAC31BE31241C0
90272-1688535;;90272;1688535;0;No error;5;0104000020E61000000200000001010000003CC49A251C946240BF7FF3E2C4F741C001010000007BB2AC451594624043E158BCFDFB41C0
250809-1871996;544;250809;1871996;100;Error;5;0104000020E610000002000000010100000032E884D0C1DE6240665A5139DCEC40C001010000008D43FD2EACDE624032F499FDCBEC40C0
94764-1116741;;94764;1116741;0;No error;5;0104000020E6100000020000000101000000A40117BF44D062406B9E23F25D0A41C001010000003312465879C96240E5AAC31BE31241C0
99510-833843;664;99510;833843;70;Near error;5;0104000020E610000002000000010100000016FC917DEBBA6240BDF0941F025642C00101000000C2621E43D1BA62403879DB96125542C0
102264-1116741;;102264;1116741;0;No error;5;0104000020E61000000200000001010000004589F1F550D06240708D19F2190E41C001010000003312465879C96240E5AAC31BE31241C0
106524-766622;610;106524;766622;70;Near error;5;0104000020E6100000020000000101000000521A2087F7E462402BE33A21CFE13EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
109774-139115;;109774;139115;0;No error;5;0104000020E6100000020000000101000000D384ED27A39A62409EE9CA0CC02F42C0010100000039059E20569A62401609B7C6B12F42C0
113606-766622;;113606;766622;0;No error;5;0104000020E6100000020000000101000000F8F65388ECE462402B357BA015E43EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
110052-581576;;110052;581576;0;No error;5;0104000020E61000000200000001010000001DA5B7E45DAD6240FC60CF8D9F8340C0010100000097AEBBD4E3A862406BEAE1708B8240C0
111463-1688833;571;111463;1688833;100;Error;5;0104000020E610000002000000010100000061A17B7B3CD06240ECDD1FEF557B41C0010100000080E6BD7B51D0624047F24BB32F7B41C0
111807-1066741;;111807;1066741;0;No error;5;0104000020E61000000200000001010000009869FB5756AD62408EB27E33318440C00101000000D35BF22ECDAB62405D370076C98C40C0
112882-1616464;;112882;1616464;0;No error;5;0104000020E6100000020000000101000000DD8D4F125C99624007CD53C2B81A42C00101000000CBAF308E5B93624057F43DD9831142C0
113657-766622;;113657;766622;0;No error;5;0104000020E61000000200000001010000005C5DA9C2FAE46240A043CF1C48E13EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
114935-766622;610;114935;766622;70;Near error;5;0104000020E6100000020000000101000000B1AC8FE2F7E46240A9ABF188C0E13EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
116751-766622;;116751;766622;0;No error;5;0104000020E6100000020000000101000000F486FBC8EDE462403153A40C66E33EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
118380-1584558;858;118380;1584558;70;Near error;5;0104000020E6100000020000000101000000AA0B1DE06E8A624082BFA959B1C841C001010000007CF72235C88962409BC69BA15DC841C0
121778-1066741;;121778;1066741;0;No error;5;0104000020E61000000200000001010000002AE67BA15BAD624033CCBF4CCA8340C00101000000D35BF22ECDAB62405D370076C98C40C0
121981-1038614;602;121981;1038614;70;Near error;5;0104000020E6100000020000000101000000D091014511AB6240BC35FAE29C1642C001010000004C474AC4E5AA624079B878D3881542C0
122699-919963;611;122699;919963;70;Near error;5;0104000020E61000000200000001010000006C335F6FECD66240705177AFA4BC3EC00101000000D160AEA004D76240D59E48E647BC3EC0
123551-139115;;123551;139115;0;No error;5;0104000020E6100000020000000101000000B04797ED799A6240AB5E7EA7C92E42C0010100000039059E20569A62401609B7C6B12F42C0
244151-1125144;;244151;1125144;0;No error;5;0104000020E61000000200000001010000003016E1811CF3624083A7902BF57E40C0010100000026D93400A5F2624004EE2F719A7D40C0
253240-1885648;934;253240;1885648;70;Near error;5;0104000020E61000000200000001010000004120E1C54C7062405A80B6D5AC2D40C001010000000BD869FF1E706240B47AE294142D40C0
253877-903058;;253877;903058;0;No error;5;0104000020E6100000020000000101000000E169E85513D662404D7045BD3B3140C00101000000DDBF68450AD66240682DBB16E33140C0
266619-238865;;266619;238865;0;No error;5;0104000020E6100000020000000101000000B1A6B228EC916240B8E4B8533A4D41C00101000000595826B2C591624036C6F3BE964C41C0
269035-1885648;934;269035;1885648;100;Error;5;0104000020E61000000200000001010000007BCDBC6643706240AE2EA704C42D40C001010000000BD869FF1E706240B47AE294142D40C0
285715-258044;;285715;258044;0;No error;5;0104000020E6100000020000000101000000C4DCA45824A9624016BEBED6A54142C00101000000D1BD3DBE33A962401E1F88878B4042C0
287287-258044;642;287287;258044;70;Near error;5;0104000020E61000000200000001010000006270839022A96240E6C4C320554142C00101000000D1BD3DBE33A962401E1F88878B4042C0
4853-21031;543;4853;21031;100;Error;5;0104000020E6100000020000000101000000137F1475E6036340C8F37409E25C40C001010000001F7A9CB3CF036340DA75CAFED45C40C0
340742-376443;;340742;376443;0;No error;5;0104000020E6100000020000000101000000E7A095C54E8562406893C3279DF240C00101000000DAC3036F2D85624028F04E3E3DF240C0
341095-1995612;;341095;1995612;0;No error;5;0104000020E610000002000000010100000040529F3F48AF624096AF70372D3941C001010000005496D7001BAF624083D668DE163941C0
342194-1615292;;342194;1615292;0;No error;5;0104000020E610000002000000010100000074A4E9A257EF624060066344A20E40C00101000000D69D38CA4BEB62405C97755A120240C0
342245-1995612;;342245;1995612;0;No error;5;0104000020E6100000020000000101000000667F452344AF62406DC9AA08373941C001010000005496D7001BAF624083D668DE163941C0
4623-692532;;4623;692532;0;No error;5;0104000020E61000000200000001010000009A643FE69E9F6240F254D169279F41C0010100000085083884AA9E624046312F76B19F41C0
344076-376443;656;344076;376443;70;Near error;5;0104000020E6100000020000000101000000C99D8834208562404257C7968AF240C00101000000DAC3036F2D85624028F04E3E3DF240C0
347807-1615292;;347807;1615292;0;No error;5;0104000020E61000000200000001010000003586EFB3C0F062409558631A971340C00101000000D69D38CA4BEB62405C97755A120240C0
348634-895047;577;348634;895047;70;Near error;5;0104000020E610000002000000010100000016EB0A6C04AF6240B37E8EEACF3941C00101000000E811A3E716AF62405393E00D693941C0
301239-1259163;576;301239;1259163;70;Near error;5;0104000020E610000002000000010100000046216EF36B8762402C6519E2589240C0010100000005B28D2EA5866240F1C80EE0E39340C0
263104-884079;;263104;884079;0;No error;5;0104000020E6100000020000000101000000526342CCA5EB62409917BBD80F6A40C001010000000A809653A7EB6240358B61985D6A40C0
4664-31729;;4664;31729;0;No error;5;0104000020E61000000200000001010000005C1146FD3FA362404D43F9275DA541C001010000002D6D82B927A36240A715F07C50A641C0
132275-766622;610;132275;766622;70;Near error;5;0104000020E6100000020000000101000000336E6AA0F9E462409231885979E13EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
132660-1038614;602;132660;1038614;70;Near error;5;0104000020E6100000020000000101000000D5CF9B8A14AB624039E1140C9D1642C001010000004C474AC4E5AA624079B878D3881542C0
137595-766622;;137595;766622;0;No error;5;0104000020E610000002000000010100000014C550F3FAE46240D3B7713040E13EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
134743-139115;997;134743;139115;100;Error;5;0104000020E61000000200000001010000009105F126A49A62408FD9FE3ADC2F42C0010100000039059E20569A62401609B7C6B12F42C0
138141-139115;;138141;139115;0;No error;5;0104000020E610000002000000010100000034982B28719A6240EC455964E02E42C0010100000039059E20569A62401609B7C6B12F42C0
139283-1819277;;139283;1819277;0;No error;5;0104000020E6100000020000000101000000C5DB943CA81A63402E1B9DF353143FC0010100000008EF062C541A6340259D37047D163FC0
4941-31286;579;4941;31286;100;Error;5;0104000020E6100000020000000101000000E6689FD8141D6340D47BCFEDCA773FC00101000000A02EF76E181D6340828A4FA676773FC0
141777-766622;;141777;766622;0;No error;5;0104000020E6100000020000000101000000536EEC2301E56240163DA6A43DE03EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
144425-919963;611;144425;919963;70;Near error;5;0104000020E610000002000000010100000065EA645FE8D6624018A36428DDBC3EC00101000000D160AEA004D76240D59E48E647BC3EC0
145869-766622;;145869;766622;0;No error;5;0104000020E610000002000000010100000084D0E6DDFDE462401D82F45EC6E03EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
148534-139115;;148534;139115;0;No error;5;0104000020E6100000020000000101000000B8B475CB699A6240A17EBCFCF32E42C0010100000039059E20569A62401609B7C6B12F42C0
146264-766622;;146264;766622;0;No error;5;0104000020E6100000020000000101000000FA409715EFE46240669FC728CFE43EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
146368-139115;997;146368;139115;100;Error;5;0104000020E610000002000000010100000074D0251C3A9A62405F8720BD972F42C0010100000039059E20569A62401609B7C6B12F42C0
347435-239801;635;347435;239801;100;Error;5;0104000020E610000002000000010100000013A00150609E6240C4D0EAE40C8B41C001010000002058FA758C9D62405E47C1F80E8B41C0
146606-766622;610;146606;766622;70;Near error;5;0104000020E6100000020000000101000000C53D963EF4E4624074733B4558E23EC001010000003756BD57C8E46240C4AFFD09D3E23EC0
148060-441788;606;148060;441788;70;Near error;5;0104000020E6100000020000000101000000444C2E6B479D6240D1C952EBFD6E41C001010000000ADC15555A9D6240E428E55A597041C0
867006-1982857;;867006;1982857;0;No error;5;0104000020E610000002000000010100000044E6255A8DC76240113C1977DE4541C0010100000036A15A8EA1C762406B1ACA3FE94541C0
5374-1027019;;5374;1027019;0;No error;5;0104000020E6100000020000000101000000DA780B7FE1E56240A227655243EB40C00101000000D0E91E7EA3E5624082D6B26B31EB40C0
165548-919963;;165548;919963;0;No error;5;0104000020E6100000020000000101000000FCC973D818D76240854B7D0F4DBF3EC00101000000D160AEA004D76240D59E48E647BC3EC0
172565-919963;;172565;919963;0;No error;5;0104000020E610000002000000010100000011082A9912D762408FD662015DBF3EC00101000000D160AEA004D76240D59E48E647BC3EC0
5890-1488227;;5890;1488227;0;No error;5;0104000020E61000000200000001010000009053CFDDC9EA624084903D8C5AA240C00101000000774D486B4CEB624097D75B1487A040C0
179797-919963;;179797;919963;0;No error;5;0104000020E6100000020000000101000000EB96D35405D76240D4D8B9C4ECBE3EC00101000000D160AEA004D76240D59E48E647BC3EC0
184880-2065308;;184880;2065308;0;No error;5;0104000020E6100000020000000101000000BE66B96CF40C6340F0CF566F1E7E3EC0010100000086BD9A4D11106340B990A22996903EC0
959313-605475;707;959313;605475;100;Error;5;0104000020E61000000200000001010000003568435953BC62401AF274536FAF40C00101000000B5215A8653BC62408C15359886AF40C0
198789-238865;;198789;238865;0;No error;5;0104000020E61000000200000001010000008F119A6EE39162405603DE13354D41C00101000000595826B2C591624036C6F3BE964C41C0
204715-258044;642;204715;258044;70;Near error;5;0104000020E61000000200000001010000000287AB5E19A96240B47D7ECE934142C00101000000D1BD3DBE33A962401E1F88878B4042C0
200439-1047493;844;200439;1047493;100;Error;5;0104000020E6100000020000000101000000C5138B2962CB624039364C7ED51140C00101000000BA71E6B26CCB62406DE75663641340C0
209376-1125144;;209376;1125144;0;No error;5;0104000020E61000000200000001010000008580D7C2C7F262404602B27C027E40C0010100000026D93400A5F2624004EE2F719A7D40C0
209864-258044;642;209864;258044;100;Error;5;0104000020E61000000200000001010000005DB34B0A22A9624083C13577F44042C00101000000D1BD3DBE33A962401E1F88878B4042C0
213159-1125144;;213159;1125144;0;No error;5;0104000020E6100000020000000101000000657E24DBEFF26240270E4526857E40C0010100000026D93400A5F2624004EE2F719A7D40C0
213487-1125144;;213487;1125144;0;No error;5;0104000020E6100000020000000101000000F65BE0971FF36240E8FC6F80F47E40C0010100000026D93400A5F2624004EE2F719A7D40C0
214441-1125144;;214441;1125144;0;No error;5;0104000020E61000000200000001010000002954DC5D0CF36240677A2EF8D97E40C0010100000026D93400A5F2624004EE2F719A7D40C0
215510-1885648;;215510;1885648;0;No error;5;0104000020E6100000020000000101000000EEFA16E739706240C54E1D50DB2D40C001010000000BD869FF1E706240B47AE294142D40C0
